REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2021/02/03 17:30:00,8272.72,35.72,TRADE
NSW1,2021/02/03 18:00:00,8393.53,36.88,TRADE
NSW1,2021/02/03 18:30:00,8362.61,38.39,TRADE
NSW1,2021/02/03 19:00:00,8351.26,41.13,TRADE
NSW1,2021/02/03 19:30:00,8290.45,40.70,TRADE
NSW1,2021/02/03 20:00:00,8214.19,37.16,TRADE
NSW1,2021/02/03 20:30:00,8009.86,35.48,TRADE
NSW1,2021/02/03 21:00:00,7787.53,35.25,TRADE
NSW1,2021/02/03 21:30:00,7694.57,35.40,TRADE
NSW1,2021/02/03 22:00:00,7533.49,35.08,TRADE
NSW1,2021/02/03 22:30:00,7475.41,36.34,TRADE
NSW1,2021/02/03 23:00:00,7352.15,34.91,TRADE
NSW1,2021/02/03 23:30:00,7269.34,35.37,TRADE
NSW1,2021/02/04 00:00:00,7164.37,35,TRADE
NSW1,2021/02/04 00:30:00,7014.04,35.53,TRADE
NSW1,2021/02/04 01:00:00,6752.73,35.55,TRADE
NSW1,2021/02/04 01:30:00,6479.95,35.40,TRADE
NSW1,2021/02/04 02:00:00,6259.74,35,TRADE
NSW1,2021/02/04 02:30:00,6158.57,34.08,TRADE
NSW1,2021/02/04 03:00:00,6114.54,32.41,TRADE
NSW1,2021/02/04 03:30:00,6089.51,30.81,TRADE
NSW1,2021/02/04 04:00:00,6246.13,32.66,TRADE
NSW1,2021/02/04 04:30:00,6468.56,34.80,TRADE
NSW1,2021/02/04 05:00:00,6599.02,33.87,TRADE
NSW1,2021/02/04 05:30:00,7040.15,37.06,TRADE
NSW1,2021/02/04 06:00:00,7386.22,38.22,TRADE
NSW1,2021/02/04 06:30:00,7630.47,42.97,TRADE
NSW1,2021/02/04 07:00:00,7755.86,35.67,TRADE
NSW1,2021/02/04 07:30:00,7762.57,32.86,TRADE
NSW1,2021/02/04 08:00:00,7661.4,32.19,TRADE
NSW1,2021/02/04 08:30:00,7576.7,33.17,TRADE
NSW1,2021/02/04 09:00:00,7505.12,29.72,TRADE
NSW1,2021/02/04 09:30:00,7334.19,29.50,TRADE
NSW1,2021/02/04 10:00:00,7291.99,31.74,TRADE
NSW1,2021/02/04 10:30:00,7275.53,34.82,TRADE
NSW1,2021/02/04 11:00:00,7264.54,33.48,TRADE
NSW1,2021/02/04 11:30:00,7364.29,33.05,TRADE
NSW1,2021/02/04 12:00:00,7517.31,33.09,TRADE
NSW1,2021/02/04 12:30:00,7558.92,34.55,TRADE
NSW1,2021/02/04 13:00:00,7859.25,38.59,TRADE
NSW1,2021/02/04 13:30:00,8104.85,38.51,TRADE
NSW1,2021/02/04 14:00:00,8271.09,39.35,TRADE
NSW1,2021/02/04 14:30:00,8546.69,42.14,TRADE
NSW1,2021/02/04 15:00:00,8828.54,38.94,TRADE
NSW1,2021/02/04 15:30:00,9123.02,42.26,TRADE
NSW1,2021/02/04 16:00:00,9446.12,39.88,TRADE
NSW1,2021/02/04 16:30:00,9563.77,39.50,TRADE
NSW1,2021/02/04 17:00:00,9764.82,47.72,TRADE
NSW1,2021/02/04 17:30:00,9610.71,37.33,TRADE
NSW1,2021/02/04 18:00:00,9514.62,38.70,TRADE
NSW1,2021/02/04 18:30:00,9311.76,37.45,TRADE
NSW1,2021/02/04 19:00:00,9205.13,37.31,TRADE
NSW1,2021/02/04 19:30:00,9153.77,39.06,TRADE
NSW1,2021/02/04 20:00:00,9047.81,36.23,TRADE
NSW1,2021/02/04 20:30:00,8735.8,35.74,TRADE
NSW1,2021/02/04 21:00:00,8367.99,34.96,TRADE
NSW1,2021/02/04 21:30:00,8294.52,35.75,TRADE
NSW1,2021/02/04 22:00:00,8126.79,35.86,TRADE
NSW1,2021/02/04 22:30:00,7999.57,35.93,TRADE
NSW1,2021/02/04 23:00:00,7852.62,34.64,TRADE
NSW1,2021/02/04 23:30:00,7597.36,34.18,TRADE
NSW1,2021/02/05 00:00:00,7460.48,32.97,TRADE
NSW1,2021/02/05 00:30:00,7304.63,35.92,TRADE
NSW1,2021/02/05 01:00:00,7069.2,34.50,TRADE
NSW1,2021/02/05 01:30:00,6819.65,27.76,TRADE
NSW1,2021/02/05 02:00:00,6592.78,26.32,TRADE
NSW1,2021/02/05 02:30:00,6468.72,28.94,TRADE
NSW1,2021/02/05 03:00:00,6438.92,34.89,TRADE
NSW1,2021/02/05 03:30:00,6449.36,32.11,TRADE
NSW1,2021/02/05 04:00:00,6504.6,32.91,TRADE
NSW1,2021/02/05 04:30:00,6709.02,33.71,TRADE
NSW1,2021/02/05 05:00:00,6862.33,32.69,TRADE
NSW1,2021/02/05 05:30:00,7293.62,34.91,TRADE
NSW1,2021/02/05 06:00:00,7611.15,35.55,TRADE
NSW1,2021/02/05 06:30:00,7898.88,36.30,TRADE
NSW1,2021/02/05 07:00:00,8153.04,35.22,TRADE
NSW1,2021/02/05 07:30:00,8291,33.99,TRADE
NSW1,2021/02/05 08:00:00,8258.47,33.17,TRADE
NSW1,2021/02/05 08:30:00,8243.26,33.11,TRADE
NSW1,2021/02/05 09:00:00,8213.26,32.32,TRADE
NSW1,2021/02/05 09:30:00,8171.91,31.87,TRADE
NSW1,2021/02/05 10:00:00,8167.12,31.65,TRADE
NSW1,2021/02/05 10:30:00,8151.89,33.54,TRADE
NSW1,2021/02/05 11:00:00,8213.13,35.39,TRADE
NSW1,2021/02/05 11:30:00,8201.59,35.33,TRADE
NSW1,2021/02/05 12:00:00,8263.92,36.50,TRADE
NSW1,2021/02/05 12:30:00,8438.55,36.34,TRADE
NSW1,2021/02/05 13:00:00,8543.14,36.76,TRADE
NSW1,2021/02/05 13:30:00,8690.24,40.95,TRADE
NSW1,2021/02/05 14:00:00,8827.2,36.85,TRADE
NSW1,2021/02/05 14:30:00,8997.87,37.58,TRADE
NSW1,2021/02/05 15:00:00,9372,38.21,TRADE
NSW1,2021/02/05 15:30:00,9515.05,45.59,TRADE
NSW1,2021/02/05 16:00:00,9788.24,49.86,TRADE
NSW1,2021/02/05 16:30:00,9873.17,39.95,TRADE
NSW1,2021/02/05 17:00:00,10102.9,54.55,TRADE
NSW1,2021/02/05 17:30:00,9844.55,50.75,TRADE
NSW1,2021/02/05 18:00:00,9655.7,51.57,TRADE
NSW1,2021/02/05 18:30:00,9429.47,36.73,TRADE
NSW1,2021/02/05 19:00:00,9221.62,34.45,TRADE
NSW1,2021/02/05 19:30:00,9092.31,36.32,TRADE
NSW1,2021/02/05 20:00:00,8924.54,38.25,TRADE
NSW1,2021/02/05 20:30:00,8685.6,34.49,TRADE
NSW1,2021/02/05 21:00:00,8481.52,36.06,TRADE
NSW1,2021/02/05 21:30:00,8368.26,41.15,TRADE
NSW1,2021/02/05 22:00:00,8199.44,36.68,TRADE
NSW1,2021/02/05 22:30:00,8087.1,45.15,TRADE
NSW1,2021/02/05 23:00:00,7883.99,38.99,TRADE
NSW1,2021/02/05 23:30:00,7659.18,35.69,TRADE
NSW1,2021/02/06 00:00:00,7517.75,38.45,TRADE
NSW1,2021/02/06 00:30:00,7384.25,45.35,TRADE
NSW1,2021/02/06 01:00:00,7098.61,37.80,TRADE
NSW1,2021/02/06 01:30:00,6774.18,33.32,TRADE
NSW1,2021/02/06 02:00:00,6585.17,31.42,TRADE
NSW1,2021/02/06 02:30:00,6414.51,32.02,TRADE
NSW1,2021/02/06 03:00:00,6306.66,32.60,TRADE
NSW1,2021/02/06 03:30:00,6317.03,28.50,TRADE
NSW1,2021/02/06 04:00:00,6280.47,31.23,TRADE
NSW1,2021/02/06 04:30:00,6372.79,34.01,TRADE
NSW1,2021/02/06 05:00:00,6458.17,34.58,TRADE
NSW1,2021/02/06 05:30:00,6671.52,34.75,TRADE
NSW1,2021/02/06 06:00:00,6748.94,35.39,TRADE
NSW1,2021/02/06 06:30:00,6893.41,33.25,TRADE
NSW1,2021/02/06 07:00:00,7057.27,29.33,TRADE
NSW1,2021/02/06 07:30:00,7302.77,26.28,TRADE
NSW1,2021/02/06 08:00:00,7490.88,23.94,TRADE
NSW1,2021/02/06 08:30:00,7754.06,29.48,TRADE
NSW1,2021/02/06 09:00:00,7690.17,30,TRADE
NSW1,2021/02/06 09:30:00,7851.49,34.34,TRADE
NSW1,2021/02/06 10:00:00,7859.97,34.26,TRADE
NSW1,2021/02/06 10:30:00,7764.6,35.39,TRADE
NSW1,2021/02/06 11:00:00,7608.16,31.81,TRADE
NSW1,2021/02/06 11:30:00,7539.47,30.19,TRADE
NSW1,2021/02/06 12:00:00,7704.7,32.96,TRADE
NSW1,2021/02/06 12:30:00,7682.54,32.37,TRADE
NSW1,2021/02/06 13:00:00,7628.47,33.79,TRADE
NSW1,2021/02/06 13:30:00,7529.74,34.68,TRADE
NSW1,2021/02/06 14:00:00,7461.29,34.69,TRADE
NSW1,2021/02/06 14:30:00,7495.3,35.51,TRADE
NSW1,2021/02/06 15:00:00,7628.4,33.28,TRADE
NSW1,2021/02/06 15:30:00,7662.8,34.85,TRADE
NSW1,2021/02/06 16:00:00,7825.45,34.28,TRADE
NSW1,2021/02/06 16:30:00,7915.66,36.33,TRADE
NSW1,2021/02/06 17:00:00,8065.51,32.75,TRADE
NSW1,2021/02/06 17:30:00,8069.73,30.06,TRADE
NSW1,2021/02/06 18:00:00,8124.84,34.50,TRADE
NSW1,2021/02/06 18:30:00,8210.46,37.63,TRADE
NSW1,2021/02/06 19:00:00,8136.5,37.67,TRADE
NSW1,2021/02/06 19:30:00,8182.08,40.76,TRADE
NSW1,2021/02/06 20:00:00,8201.09,39.74,TRADE
NSW1,2021/02/06 20:30:00,8044.74,35.98,TRADE
NSW1,2021/02/06 21:00:00,7842.8,36.86,TRADE
NSW1,2021/02/06 21:30:00,7698.07,35.89,TRADE
NSW1,2021/02/06 22:00:00,7645.81,36.04,TRADE
NSW1,2021/02/06 22:30:00,7566.06,35.71,TRADE
NSW1,2021/02/06 23:00:00,7343.15,35.49,TRADE
NSW1,2021/02/06 23:30:00,7158.07,34.94,TRADE
NSW1,2021/02/07 00:00:00,7000.84,35.07,TRADE
NSW1,2021/02/07 00:30:00,6839.61,37.09,TRADE
NSW1,2021/02/07 01:00:00,6659.12,37.05,TRADE
NSW1,2021/02/07 01:30:00,6370.42,36.06,TRADE
NSW1,2021/02/07 02:00:00,6194.77,37.50,TRADE
NSW1,2021/02/07 02:30:00,6107.85,38.14,TRADE
NSW1,2021/02/07 03:00:00,6073.82,37.87,TRADE
NSW1,2021/02/07 03:30:00,6033.3,37.60,TRADE
NSW1,2021/02/07 04:00:00,6013.93,37.20,TRADE
NSW1,2021/02/07 04:30:00,6019.95,35.48,TRADE
NSW1,2021/02/07 05:00:00,6108.74,35.85,TRADE
NSW1,2021/02/07 05:30:00,6211.12,35.51,TRADE
NSW1,2021/02/07 06:00:00,6255.05,35.39,TRADE
NSW1,2021/02/07 06:30:00,6334.19,34.25,TRADE
NSW1,2021/02/07 07:00:00,6375.49,30.20,TRADE
NSW1,2021/02/07 07:30:00,6492.29,29.74,TRADE
NSW1,2021/02/07 08:00:00,6500.04,20.57,TRADE
NSW1,2021/02/07 08:30:00,6534.78,26.13,TRADE
NSW1,2021/02/07 09:00:00,6547.95,25.18,TRADE
NSW1,2021/02/07 09:30:00,6544.03,26.66,TRADE
NSW1,2021/02/07 10:00:00,6503.55,26.23,TRADE
NSW1,2021/02/07 10:30:00,6399.57,28.13,TRADE
NSW1,2021/02/07 11:00:00,6303.48,21.89,TRADE
NSW1,2021/02/07 11:30:00,6338.63,28,TRADE
NSW1,2021/02/07 12:00:00,6453.45,31.25,TRADE
NSW1,2021/02/07 12:30:00,6569.98,32.87,TRADE
NSW1,2021/02/07 13:00:00,6573.33,31.31,TRADE
NSW1,2021/02/07 13:30:00,6749.9,34.94,TRADE
NSW1,2021/02/07 14:00:00,6879.38,35.43,TRADE
NSW1,2021/02/07 14:30:00,7019.84,34.34,TRADE
NSW1,2021/02/07 15:00:00,7219.29,32.64,TRADE
NSW1,2021/02/07 15:30:00,7422.53,36.81,TRADE
NSW1,2021/02/07 16:00:00,7650.64,35.66,TRADE
NSW1,2021/02/07 16:30:00,7889.87,35.11,TRADE
NSW1,2021/02/07 17:00:00,8221.08,38.29,TRADE
NSW1,2021/02/07 17:30:00,8449.69,36.07,TRADE
NSW1,2021/02/07 18:00:00,8524.88,35.53,TRADE
NSW1,2021/02/07 18:30:00,8427.18,37.71,TRADE
NSW1,2021/02/07 19:00:00,8307.48,36.72,TRADE
NSW1,2021/02/07 19:30:00,8279.13,35.51,TRADE
NSW1,2021/02/07 20:00:00,8269.57,36.74,TRADE
NSW1,2021/02/07 20:30:00,8042.09,35.49,TRADE
NSW1,2021/02/07 21:00:00,7792.1,35.40,TRADE
NSW1,2021/02/07 21:30:00,7658.47,35.52,TRADE
NSW1,2021/02/07 22:00:00,7458.04,37.41,TRADE
NSW1,2021/02/07 22:30:00,7317.91,36.82,TRADE
NSW1,2021/02/07 23:00:00,7139.45,33.83,TRADE
NSW1,2021/02/07 23:30:00,6933.76,33.29,TRADE
NSW1,2021/02/08 00:00:00,6787.98,35.31,TRADE
NSW1,2021/02/08 00:30:00,6677.96,36.71,TRADE
NSW1,2021/02/08 01:00:00,6511.31,35.47,TRADE
NSW1,2021/02/08 01:30:00,6308.92,35.47,TRADE
NSW1,2021/02/08 02:00:00,6140.43,35.44,TRADE
NSW1,2021/02/08 02:30:00,6068.3,34.30,TRADE
NSW1,2021/02/08 03:00:00,6064.21,33.62,TRADE
NSW1,2021/02/08 03:30:00,6102.32,35.01,TRADE
NSW1,2021/02/08 04:00:00,6167.24,35.23,TRADE
NSW1,2021/02/08 04:30:00,6352.38,35.15,TRADE
NSW1,2021/02/08 05:00:00,6570.76,35.73,TRADE
NSW1,2021/02/08 05:30:00,7030.56,36.70,TRADE
NSW1,2021/02/08 06:00:00,7435.67,38.09,TRADE
NSW1,2021/02/08 06:30:00,7747.82,36.39,TRADE
NSW1,2021/02/08 07:00:00,8031.71,36.67,TRADE
NSW1,2021/02/08 07:30:00,8132.39,34.87,TRADE
NSW1,2021/02/08 08:00:00,8045.13,35.66,TRADE
NSW1,2021/02/08 08:30:00,7915.45,35.39,TRADE
NSW1,2021/02/08 09:00:00,7863.35,33.32,TRADE
NSW1,2021/02/08 09:30:00,7843.51,35.12,TRADE
NSW1,2021/02/08 10:00:00,7745.67,32.78,TRADE
NSW1,2021/02/08 10:30:00,7748.97,33.78,TRADE
NSW1,2021/02/08 11:00:00,7673.79,34.50,TRADE
NSW1,2021/02/08 11:30:00,7669.32,35.17,TRADE
NSW1,2021/02/08 12:00:00,7679.91,35.16,TRADE
NSW1,2021/02/08 12:30:00,7659.36,32.52,TRADE
NSW1,2021/02/08 13:00:00,7635.5,34.86,TRADE
NSW1,2021/02/08 13:30:00,7602.35,32.45,TRADE
NSW1,2021/02/08 14:00:00,7505.12,33.52,TRADE
NSW1,2021/02/08 14:30:00,7449.3,29.51,TRADE
NSW1,2021/02/08 15:00:00,7634.92,31.82,TRADE
NSW1,2021/02/08 15:30:00,7767.52,32.74,TRADE
NSW1,2021/02/08 16:00:00,7995.46,34.87,TRADE
NSW1,2021/02/08 16:30:00,8202.45,35.39,TRADE
NSW1,2021/02/08 17:00:00,8440.11,34.84,TRADE
NSW1,2021/02/08 17:30:00,8488.35,34.83,TRADE
NSW1,2021/02/08 18:00:00,8502.99,35.66,TRADE
NSW1,2021/02/08 18:30:00,8392.81,36.68,TRADE
NSW1,2021/02/08 19:00:00,8305.41,37.71,TRADE
NSW1,2021/02/08 19:30:00,8375.32,37.69,TRADE
NSW1,2021/02/08 20:00:00,8222.53,35.55,TRADE
NSW1,2021/02/08 20:30:00,8026.3,35.55,TRADE
NSW1,2021/02/08 21:00:00,7767.49,35.23,TRADE
NSW1,2021/02/08 21:30:00,7708.46,35.31,TRADE
NSW1,2021/02/08 22:00:00,7554.3,34.57,TRADE
NSW1,2021/02/08 22:30:00,7444.6,36.70,TRADE
NSW1,2021/02/08 23:00:00,7326.55,35.29,TRADE
NSW1,2021/02/08 23:30:00,7199.68,35.26,TRADE
NSW1,2021/02/09 00:00:00,7098.7,34.79,TRADE
NSW1,2021/02/09 00:30:00,6955.98,35.53,TRADE
NSW1,2021/02/09 01:00:00,6719.71,34.97,TRADE
NSW1,2021/02/09 01:30:00,6486.06,33.48,TRADE
NSW1,2021/02/09 02:00:00,6296.3,27.56,TRADE
NSW1,2021/02/09 02:30:00,6169.19,26.90,TRADE
NSW1,2021/02/09 03:00:00,6094.89,29.28,TRADE
NSW1,2021/02/09 03:30:00,6125.76,33.14,TRADE
NSW1,2021/02/09 04:00:00,6195.93,33.43,TRADE
NSW1,2021/02/09 04:30:00,6404.19,36.36,TRADE
NSW1,2021/02/09 05:00:00,6632.57,36.13,TRADE
NSW1,2021/02/09 05:30:00,7021.83,36.56,TRADE
NSW1,2021/02/09 06:00:00,7411.12,42.55,TRADE
NSW1,2021/02/09 06:30:00,7688.01,38.87,TRADE
NSW1,2021/02/09 07:00:00,7830.79,38.07,TRADE
NSW1,2021/02/09 07:30:00,7896.79,33.93,TRADE
NSW1,2021/02/09 08:00:00,7857.22,32.29,TRADE
NSW1,2021/02/09 08:30:00,7730.25,31.22,TRADE
NSW1,2021/02/09 09:00:00,7576.36,32.73,TRADE
NSW1,2021/02/09 09:30:00,7526.63,31.72,TRADE
NSW1,2021/02/09 10:00:00,7583.43,33.93,TRADE
NSW1,2021/02/09 10:30:00,7533.82,31.47,TRADE
NSW1,2021/02/09 11:00:00,7508.42,34.94,TRADE
NSW1,2021/02/09 11:30:00,7422.07,34.47,TRADE
NSW1,2021/02/09 12:00:00,7374.9,34.28,TRADE
NSW1,2021/02/09 12:30:00,7325.56,35.48,TRADE
NSW1,2021/02/09 13:00:00,7300.21,35.42,TRADE
NSW1,2021/02/09 13:30:00,7375.13,34.96,TRADE
NSW1,2021/02/09 14:00:00,7361.58,35.41,TRADE
NSW1,2021/02/09 14:30:00,7285.56,35.16,TRADE
NSW1,2021/02/09 15:00:00,7421.72,34.41,TRADE
NSW1,2021/02/09 15:30:00,7626.33,31.81,TRADE
NSW1,2021/02/09 16:00:00,7804.01,35.99,TRADE
NSW1,2021/02/09 16:30:00,7954.68,37.93,TRADE
NSW1,2021/02/09 17:00:00,8207.79,39.69,TRADE
NSW1,2021/02/09 17:30:00,8321.41,36.36,TRADE
NSW1,2021/02/09 18:00:00,8425.34,38.36,TRADE
NSW1,2021/02/09 18:30:00,8408.15,46,TRADE
NSW1,2021/02/09 19:00:00,8296.38,-4.02,TRADE
NSW1,2021/02/09 19:30:00,8298.24,38.36,TRADE
NSW1,2021/02/09 20:00:00,8209.63,36.34,TRADE
NSW1,2021/02/09 20:30:00,7959.57,35.47,TRADE
NSW1,2021/02/09 21:00:00,7742.82,33.42,TRADE
NSW1,2021/02/09 21:30:00,7606.21,35.23,TRADE
NSW1,2021/02/09 22:00:00,7489.78,33.49,TRADE
NSW1,2021/02/09 22:30:00,7461.16,36.17,TRADE
NSW1,2021/02/09 23:00:00,7326.42,35,TRADE
NSW1,2021/02/09 23:30:00,7202.03,34.98,TRADE
NSW1,2021/02/10 00:00:00,7130.5,34.71,TRADE
NSW1,2021/02/10 00:30:00,6959.44,36.68,TRADE
NSW1,2021/02/10 01:00:00,6731.1,35.48,TRADE
NSW1,2021/02/10 01:30:00,6427.68,28.54,TRADE
