REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2022/06/01 04:30:00,7135.5,300.01,TRADE
NSW1,2022/06/01 04:35:00,7164.08,352,TRADE
NSW1,2022/06/01 04:40:00,7185.41,352,TRADE
NSW1,2022/06/01 04:45:00,7200.11,352,TRADE
NSW1,2022/06/01 04:50:00,7234.87,352,TRADE
NSW1,2022/06/01 04:55:00,7278.17,298.51,TRADE
NSW1,2022/06/01 05:00:00,7303.54,300.01,TRADE
NSW1,2022/06/01 05:05:00,7383.88,300.01,TRADE
NSW1,2022/06/01 05:10:00,7461.34,302,TRADE
NSW1,2022/06/01 05:15:00,7521.97,352,TRADE
NSW1,2022/06/01 05:20:00,7590.99,354.21,TRADE
NSW1,2022/06/01 05:25:00,7653.06,394.40,TRADE
NSW1,2022/06/01 05:30:00,7738.14,394.28,TRADE
NSW1,2022/06/01 05:35:00,7875.46,130,TRADE
NSW1,2022/06/01 05:40:00,8033.86,220.38,TRADE
NSW1,2022/06/01 05:45:00,7989.95,215.98,TRADE
NSW1,2022/06/01 05:50:00,8093.27,300.01,TRADE
NSW1,2022/06/01 05:55:00,8177.98,352,TRADE
NSW1,2022/06/01 06:00:00,8321.54,300.01,TRADE
NSW1,2022/06/01 06:05:00,8533.68,302,TRADE
NSW1,2022/06/01 06:10:00,8710.28,451.01,TRADE
NSW1,2022/06/01 06:15:00,8828.85,451.01,TRADE
NSW1,2022/06/01 06:20:00,8990.87,451.01,TRADE
NSW1,2022/06/01 06:25:00,9120.27,451.01,TRADE
NSW1,2022/06/01 06:30:00,9212.92,451.01,TRADE
NSW1,2022/06/01 06:35:00,9400.78,451.01,TRADE
NSW1,2022/06/01 06:40:00,9599.2,451.01,TRADE
NSW1,2022/06/01 06:45:00,9728.44,451.01,TRADE
NSW1,2022/06/01 06:50:00,9868.93,451.01,TRADE
NSW1,2022/06/01 06:55:00,9942.05,451.01,TRADE
NSW1,2022/06/01 07:00:00,10029.79,451.01,TRADE
NSW1,2022/06/01 07:05:00,10128.34,451.01,TRADE
NSW1,2022/06/01 07:10:00,10272.68,451.01,TRADE
NSW1,2022/06/01 07:15:00,10330.27,451.01,TRADE
NSW1,2022/06/01 07:20:00,10493.81,451.01,TRADE
NSW1,2022/06/01 07:25:00,10553.09,451.01,TRADE
NSW1,2022/06/01 07:30:00,10562.59,463.08,TRADE
NSW1,2022/06/01 07:35:00,10617.85,491.91,TRADE
NSW1,2022/06/01 07:40:00,10581.57,494.56,TRADE
NSW1,2022/06/01 07:45:00,10485.83,451.01,TRADE
NSW1,2022/06/01 07:50:00,10501.58,488,TRADE
NSW1,2022/06/01 07:55:00,10487.51,471.83,TRADE
NSW1,2022/06/01 08:00:00,10401.01,458.13,TRADE
NSW1,2022/06/01 08:05:00,10388.27,450.18,TRADE
NSW1,2022/06/01 08:10:00,10410.55,445,TRADE
NSW1,2022/06/01 08:15:00,10319.84,431.18,TRADE
NSW1,2022/06/01 08:20:00,10188.35,423.42,TRADE
NSW1,2022/06/01 08:25:00,10181.43,427.84,TRADE
NSW1,2022/06/01 08:30:00,10049.77,280.75,TRADE
NSW1,2022/06/01 08:35:00,9938.07,243.28,TRADE
NSW1,2022/06/01 08:40:00,9981.68,309.46,TRADE
NSW1,2022/06/01 08:45:00,9779.81,233.49,TRADE
NSW1,2022/06/01 08:50:00,9729.42,256.01,TRADE
NSW1,2022/06/01 08:55:00,9704.95,302,TRADE
NSW1,2022/06/01 09:00:00,9620.23,304.34,TRADE
NSW1,2022/06/01 09:05:00,9654.61,332.71,TRADE
NSW1,2022/06/01 09:10:00,9588.51,381.74,TRADE
NSW1,2022/06/01 09:15:00,9489.56,352,TRADE
NSW1,2022/06/01 09:20:00,9480.55,304.31,TRADE
NSW1,2022/06/01 09:25:00,9413.39,304.50,TRADE
NSW1,2022/06/01 09:30:00,9328.75,300,TRADE
NSW1,2022/06/01 09:35:00,9283.57,228.56,TRADE
NSW1,2022/06/01 09:40:00,9223.29,300.01,TRADE
NSW1,2022/06/01 09:45:00,9092.66,280.54,TRADE
NSW1,2022/06/01 09:50:00,9010.42,300.01,TRADE
NSW1,2022/06/01 09:55:00,8938.51,263.28,TRADE
NSW1,2022/06/01 10:00:00,8961.41,300.01,TRADE
NSW1,2022/06/01 10:05:00,8926.25,352,TRADE
NSW1,2022/06/01 10:10:00,8818.05,358.31,TRADE
NSW1,2022/06/01 10:15:00,8746.15,355,TRADE
NSW1,2022/06/01 10:20:00,8759.75,318.65,TRADE
NSW1,2022/06/01 10:25:00,8732.46,337.90,TRADE
NSW1,2022/06/01 10:30:00,8610.91,302,TRADE
NSW1,2022/06/01 10:35:00,8571.27,302,TRADE
NSW1,2022/06/01 10:40:00,8463.22,296.51,TRADE
NSW1,2022/06/01 10:45:00,8414.53,45.27,TRADE
NSW1,2022/06/01 10:50:00,8405.06,296.51,TRADE
NSW1,2022/06/01 10:55:00,8341.33,199.14,TRADE
NSW1,2022/06/01 11:00:00,8340.87,0,TRADE
NSW1,2022/06/01 11:05:00,8414.16,35.59,TRADE
NSW1,2022/06/01 11:10:00,8373.81,70.45,TRADE
NSW1,2022/06/01 11:15:00,8399.78,300.01,TRADE
NSW1,2022/06/01 11:20:00,8278.99,293.14,TRADE
NSW1,2022/06/01 11:25:00,8278.67,300.01,TRADE
NSW1,2022/06/01 11:30:00,8281.3,300.01,TRADE
NSW1,2022/06/01 11:35:00,8243.35,300.01,TRADE
NSW1,2022/06/01 11:40:00,8189.22,336.33,TRADE
NSW1,2022/06/01 11:45:00,8156.43,339.10,TRADE
NSW1,2022/06/01 11:50:00,8175.12,309.85,TRADE
NSW1,2022/06/01 11:55:00,8147.81,295,TRADE
NSW1,2022/06/01 12:00:00,8081.61,281.96,TRADE
NSW1,2022/06/01 12:05:00,8118.62,314.33,TRADE
NSW1,2022/06/01 12:10:00,8155.96,300.01,TRADE
NSW1,2022/06/01 12:15:00,8100.04,294.50,TRADE
NSW1,2022/06/01 12:20:00,8137.1,341.27,TRADE
NSW1,2022/06/01 12:25:00,8052.74,328.75,TRADE
NSW1,2022/06/01 12:30:00,8056.67,331.77,TRADE
NSW1,2022/06/01 12:35:00,8053.94,352,TRADE
NSW1,2022/06/01 12:40:00,8057.01,293.40,TRADE
NSW1,2022/06/01 12:45:00,8069.66,308.08,TRADE
NSW1,2022/06/01 12:50:00,8038.1,0,TRADE
NSW1,2022/06/01 12:55:00,8034.27,101.89,TRADE
NSW1,2022/06/01 13:00:00,8067.06,300.01,TRADE
NSW1,2022/06/01 13:05:00,8039.14,326.98,TRADE
NSW1,2022/06/01 13:10:00,7988.6,300.01,TRADE
NSW1,2022/06/01 13:15:00,8022.95,302,TRADE
NSW1,2022/06/01 13:20:00,8028.51,300.01,TRADE
NSW1,2022/06/01 13:25:00,8030.45,327.22,TRADE
NSW1,2022/06/01 13:30:00,8057.84,296.13,TRADE
NSW1,2022/06/01 13:35:00,8062.22,301.55,TRADE
NSW1,2022/06/01 13:40:00,8069.24,302,TRADE
NSW1,2022/06/01 13:45:00,8094.95,302,TRADE
NSW1,2022/06/01 13:50:00,8130.04,323.24,TRADE
NSW1,2022/06/01 13:55:00,8166.54,320.70,TRADE
NSW1,2022/06/01 14:00:00,8167.99,352,TRADE
NSW1,2022/06/01 14:05:00,8200.1,352,TRADE
NSW1,2022/06/01 14:10:00,8172.17,302,TRADE
NSW1,2022/06/01 14:15:00,8271.03,321.46,TRADE
NSW1,2022/06/01 14:20:00,8261.38,313.46,TRADE
NSW1,2022/06/01 14:25:00,8267.14,300.01,TRADE
NSW1,2022/06/01 14:30:00,8373.9,308.59,TRADE
NSW1,2022/06/01 14:35:00,8426.16,417.36,TRADE
NSW1,2022/06/01 14:40:00,8483.4,327.85,TRADE
NSW1,2022/06/01 14:45:00,8526.37,333.16,TRADE
NSW1,2022/06/01 14:50:00,8601.73,330.20,TRADE
NSW1,2022/06/01 14:55:00,8585.86,332.66,TRADE
NSW1,2022/06/01 15:00:00,8659.97,440.87,TRADE
NSW1,2022/06/01 15:05:00,8725.25,318.76,TRADE
NSW1,2022/06/01 15:10:00,8775.56,326.03,TRADE
NSW1,2022/06/01 15:15:00,8798.32,320.73,TRADE
NSW1,2022/06/01 15:20:00,8951.81,428.64,TRADE
NSW1,2022/06/01 15:25:00,9077.03,443.34,TRADE
NSW1,2022/06/01 15:30:00,9136.58,407.61,TRADE
NSW1,2022/06/01 15:35:00,9198.45,316.62,TRADE
NSW1,2022/06/01 15:40:00,9322.87,319.39,TRADE
NSW1,2022/06/01 15:45:00,9390.08,422.91,TRADE
NSW1,2022/06/01 15:50:00,9537.39,433.60,TRADE
NSW1,2022/06/01 15:55:00,9636.06,444.35,TRADE
NSW1,2022/06/01 16:00:00,9671.3,449.99,TRADE
NSW1,2022/06/01 16:05:00,9816.61,433.03,TRADE
NSW1,2022/06/01 16:10:00,9930.31,440.35,TRADE
NSW1,2022/06/01 16:15:00,9971.32,436.49,TRADE
NSW1,2022/06/01 16:20:00,10135.01,610.01,TRADE
NSW1,2022/06/01 16:25:00,10318.8,610.01,TRADE
NSW1,2022/06/01 16:30:00,10445.91,610.01,TRADE
NSW1,2022/06/01 16:35:00,10468.53,610.01,TRADE
NSW1,2022/06/01 16:40:00,10701.14,610.01,TRADE
NSW1,2022/06/01 16:45:00,10728.19,610.01,TRADE
NSW1,2022/06/01 16:50:00,10861.79,610.01,TRADE
NSW1,2022/06/01 16:55:00,11064.17,632.78,TRADE
NSW1,2022/06/01 17:00:00,11172.06,637.97,TRADE
NSW1,2022/06/01 17:05:00,11255.33,610.01,TRADE
NSW1,2022/06/01 17:10:00,11440.52,610.01,TRADE
NSW1,2022/06/01 17:15:00,11593.3,1012.83,TRADE
NSW1,2022/06/01 17:20:00,11647.64,445,TRADE
NSW1,2022/06/01 17:25:00,11452.95,378.15,TRADE
NSW1,2022/06/01 17:30:00,11541.75,535.35,TRADE
NSW1,2022/06/01 17:35:00,11658.43,529.08,TRADE
NSW1,2022/06/01 17:40:00,11811.88,598.93,TRADE
NSW1,2022/06/01 17:45:00,11934.66,983.05,TRADE
NSW1,2022/06/01 17:50:00,11833.27,534.99,TRADE
NSW1,2022/06/01 17:55:00,11932.12,539.02,TRADE
NSW1,2022/06/01 18:00:00,11945.7,935.65,TRADE
NSW1,2022/06/01 18:05:00,11911.84,915.53,TRADE
NSW1,2022/06/01 18:10:00,11923.1,510.55,TRADE
NSW1,2022/06/01 18:15:00,11909.99,511.43,TRADE
NSW1,2022/06/01 18:20:00,11922.57,508.08,TRADE
NSW1,2022/06/01 18:25:00,11915.27,510.95,TRADE
NSW1,2022/06/01 18:30:00,11947.48,624,TRADE
NSW1,2022/06/01 18:35:00,11874.79,629.14,TRADE
NSW1,2022/06/01 18:40:00,11810.68,619.02,TRADE
NSW1,2022/06/01 18:45:00,11759.73,614.23,TRADE
NSW1,2022/06/01 18:50:00,11738.02,608.96,TRADE
NSW1,2022/06/01 18:55:00,11680.51,513.32,TRADE
NSW1,2022/06/01 19:00:00,11625.75,594.41,TRADE
NSW1,2022/06/01 19:05:00,11551.39,524.87,TRADE
NSW1,2022/06/01 19:10:00,11495.29,555.40,TRADE
NSW1,2022/06/01 19:15:00,11450.97,610.01,TRADE
NSW1,2022/06/01 19:20:00,11433.78,610.01,TRADE
NSW1,2022/06/01 19:25:00,11376.29,551.54,TRADE
NSW1,2022/06/01 19:30:00,11334.32,552.12,TRADE
NSW1,2022/06/01 19:35:00,11331.9,561.76,TRADE
NSW1,2022/06/01 19:40:00,11354.65,601.50,TRADE
NSW1,2022/06/01 19:45:00,11309.39,610.01,TRADE
NSW1,2022/06/01 19:50:00,11354.49,610.01,TRADE
NSW1,2022/06/01 19:55:00,11355.67,610.01,TRADE
NSW1,2022/06/01 20:00:00,11325.5,610.01,TRADE
NSW1,2022/06/01 20:05:00,11281.02,610.01,TRADE
NSW1,2022/06/01 20:10:00,11295.75,610.01,TRADE
NSW1,2022/06/01 20:15:00,11258.31,610.01,TRADE
NSW1,2022/06/01 20:20:00,11184.98,1020.01,TRADE
NSW1,2022/06/01 20:25:00,11196.73,1020.01,TRADE
NSW1,2022/06/01 20:30:00,11070.67,610.01,TRADE
NSW1,2022/06/01 20:35:00,11015.01,955.73,TRADE
NSW1,2022/06/01 20:40:00,10919.54,610.01,TRADE
NSW1,2022/06/01 20:45:00,10888.9,969.43,TRADE
NSW1,2022/06/01 20:50:00,10795.22,610.01,TRADE
NSW1,2022/06/01 20:55:00,10732.01,610.01,TRADE
NSW1,2022/06/01 21:00:00,10679.93,589.83,TRADE
NSW1,2022/06/01 21:05:00,10650.11,991.61,TRADE
NSW1,2022/06/01 21:10:00,10512.39,564.64,TRADE
NSW1,2022/06/01 21:15:00,10437.69,620.12,TRADE
NSW1,2022/06/01 21:20:00,10370.68,614.88,TRADE
NSW1,2022/06/01 21:25:00,10304.27,604.49,TRADE
NSW1,2022/06/01 21:30:00,10226.23,528.83,TRADE
NSW1,2022/06/01 21:35:00,10196.21,530.69,TRADE
NSW1,2022/06/01 21:40:00,10141.27,534.57,TRADE
NSW1,2022/06/01 21:45:00,10042.89,516.44,TRADE
NSW1,2022/06/01 21:50:00,9965.23,503.25,TRADE
NSW1,2022/06/01 21:55:00,9865.74,490.08,TRADE
NSW1,2022/06/01 22:00:00,9832.45,482.65,TRADE
NSW1,2022/06/01 22:05:00,9934.64,500.61,TRADE
NSW1,2022/06/01 22:10:00,9801.21,492.08,TRADE
NSW1,2022/06/01 22:15:00,9748.08,492.26,TRADE
NSW1,2022/06/01 22:20:00,9707.97,497.33,TRADE
NSW1,2022/06/01 22:25:00,9659.37,492.98,TRADE
NSW1,2022/06/01 22:30:00,9563.86,485.43,TRADE
NSW1,2022/06/01 22:35:00,9542.11,498.55,TRADE
NSW1,2022/06/01 22:40:00,9406.11,485.75,TRADE
NSW1,2022/06/01 22:45:00,9336.73,499.18,TRADE
NSW1,2022/06/01 22:50:00,9309.76,491.19,TRADE
NSW1,2022/06/01 22:55:00,9239.41,495.88,TRADE
NSW1,2022/06/01 23:00:00,9150.08,483.41,TRADE
NSW1,2022/06/01 23:05:00,9168.01,475.35,TRADE
NSW1,2022/06/01 23:10:00,9106.8,466.79,TRADE
NSW1,2022/06/01 23:15:00,9097.43,475.26,TRADE
NSW1,2022/06/01 23:20:00,9024.92,467.39,TRADE
NSW1,2022/06/01 23:25:00,8982.48,467.08,TRADE
NSW1,2022/06/01 23:30:00,8923.43,458.60,TRADE
NSW1,2022/06/01 23:35:00,8964.03,465.50,TRADE
NSW1,2022/06/01 23:40:00,8869.36,544.36,TRADE
NSW1,2022/06/01 23:45:00,8799.12,461.19,TRADE
NSW1,2022/06/01 23:50:00,8779.78,465.58,TRADE
NSW1,2022/06/01 23:55:00,8776.86,466.07,TRADE
NSW1,2022/06/02 00:00:00,8672.93,470.33,TRADE
NSW1,2022/06/02 00:05:00,8702.95,553.77,TRADE
NSW1,2022/06/02 00:10:00,8625.54,543.69,TRADE
NSW1,2022/06/02 00:15:00,8624.81,540.56,TRADE
NSW1,2022/06/02 00:20:00,8590.57,530.70,TRADE
NSW1,2022/06/02 00:25:00,8551.47,537.75,TRADE
NSW1,2022/06/02 00:30:00,8566.4,470.61,TRADE
NSW1,2022/06/02 00:35:00,8520.18,471.04,TRADE
NSW1,2022/06/02 00:40:00,8507.83,462.90,TRADE
NSW1,2022/06/02 00:45:00,8493.05,467.76,TRADE
NSW1,2022/06/02 00:50:00,8440.74,460.01,TRADE
NSW1,2022/06/02 00:55:00,8486.91,456.66,TRADE
NSW1,2022/06/02 01:00:00,8392.59,452.99,TRADE
NSW1,2022/06/02 01:05:00,8363.3,451,TRADE
NSW1,2022/06/02 01:10:00,8361.34,453.96,TRADE
NSW1,2022/06/02 01:15:00,8386.42,458.01,TRADE
NSW1,2022/06/02 01:20:00,8252.35,454.07,TRADE
NSW1,2022/06/02 01:25:00,8254.03,451,TRADE
NSW1,2022/06/02 01:30:00,8139.92,451,TRADE
NSW1,2022/06/02 01:35:00,8185.38,451,TRADE
NSW1,2022/06/02 01:40:00,8146.97,458.98,TRADE
NSW1,2022/06/02 01:45:00,8081.97,460.19,TRADE
NSW1,2022/06/02 01:50:00,8071.21,452.22,TRADE
NSW1,2022/06/02 01:55:00,8002.57,451,TRADE
NSW1,2022/06/02 02:00:00,7945.74,451,TRADE
NSW1,2022/06/02 02:05:00,7902.76,451,TRADE
NSW1,2022/06/02 02:10:00,7827.85,448.77,TRADE
NSW1,2022/06/02 02:15:00,7795.15,451,TRADE
NSW1,2022/06/02 02:20:00,7704.34,444.83,TRADE
NSW1,2022/06/02 02:25:00,7727.43,445,TRADE
NSW1,2022/06/02 02:30:00,7646.39,445.27,TRADE
NSW1,2022/06/02 02:35:00,7636.39,451,TRADE
NSW1,2022/06/02 02:40:00,7659.86,451,TRADE
NSW1,2022/06/02 02:45:00,7589.96,445.18,TRADE
NSW1,2022/06/02 02:50:00,7544.16,445.54,TRADE
NSW1,2022/06/02 02:55:00,7538.44,449.79,TRADE
NSW1,2022/06/02 03:00:00,7526.13,450.23,TRADE
NSW1,2022/06/02 03:05:00,7434.1,445,TRADE
NSW1,2022/06/02 03:10:00,7428.62,451,TRADE
NSW1,2022/06/02 03:15:00,7445.69,450.87,TRADE
NSW1,2022/06/02 03:20:00,7401.3,450.60,TRADE
NSW1,2022/06/02 03:25:00,7394.21,446.60,TRADE
NSW1,2022/06/02 03:30:00,7343.51,446.44,TRADE
NSW1,2022/06/02 03:35:00,7352.13,447.10,TRADE
NSW1,2022/06/02 03:40:00,7322.91,446.84,TRADE
NSW1,2022/06/02 03:45:00,7351.84,451,TRADE
NSW1,2022/06/02 03:50:00,7335.38,451,TRADE
NSW1,2022/06/02 03:55:00,7346.66,451,TRADE
NSW1,2022/06/02 04:00:00,7318.43,451,TRADE
NSW1,2022/06/02 04:05:00,7321.48,451,TRADE
NSW1,2022/06/02 04:10:00,7306.45,451.01,TRADE
NSW1,2022/06/02 04:15:00,7303.78,451,TRADE
NSW1,2022/06/02 04:20:00,7372.01,451,TRADE
NSW1,2022/06/02 04:25:00,7326.64,451,TRADE
NSW1,2022/06/02 04:30:00,7405.65,451,TRADE
NSW1,2022/06/02 04:35:00,7465.22,451.01,TRADE
NSW1,2022/06/02 04:40:00,7454.9,451.01,TRADE
NSW1,2022/06/02 04:45:00,7500.05,451.01,TRADE
NSW1,2022/06/02 04:50:00,7511.49,451.01,TRADE
NSW1,2022/06/02 04:55:00,7542.67,451.01,TRADE
NSW1,2022/06/02 05:00:00,7664.11,451.01,TRADE
NSW1,2022/06/02 05:05:00,7795.74,451.01,TRADE
NSW1,2022/06/02 05:10:00,7863.62,451.01,TRADE
NSW1,2022/06/02 05:15:00,7927.81,451.01,TRADE
NSW1,2022/06/02 05:20:00,7950.33,451.01,TRADE
NSW1,2022/06/02 05:25:00,8090.47,460.92,TRADE
NSW1,2022/06/02 05:30:00,8156.83,456.89,TRADE
NSW1,2022/06/02 05:35:00,8262.57,451.01,TRADE
NSW1,2022/06/02 05:40:00,8352.32,456.12,TRADE
NSW1,2022/06/02 05:45:00,8349.88,451.40,TRADE
NSW1,2022/06/02 05:50:00,8452.18,455.07,TRADE
NSW1,2022/06/02 05:55:00,8469.53,458.08,TRADE
NSW1,2022/06/02 06:00:00,8617.75,457.18,TRADE
NSW1,2022/06/02 06:05:00,8763.7,451.56,TRADE
NSW1,2022/06/02 06:10:00,8997.92,555.48,TRADE
NSW1,2022/06/02 06:15:00,9137.2,567.95,TRADE
NSW1,2022/06/02 06:20:00,9278.34,610.01,TRADE
NSW1,2022/06/02 06:25:00,9426.92,610.01,TRADE
NSW1,2022/06/02 06:30:00,9533.54,610.01,TRADE
NSW1,2022/06/02 06:35:00,9773.8,994.93,TRADE
NSW1,2022/06/02 06:40:00,9944.35,1065.14,TRADE
NSW1,2022/06/02 06:45:00,10018.56,1000.17,TRADE
NSW1,2022/06/02 06:50:00,10183.62,999.60,TRADE
NSW1,2022/06/02 06:55:00,10236.34,1005.14,TRADE
NSW1,2022/06/02 07:00:00,10422.11,1283.15,TRADE
NSW1,2022/06/02 07:05:00,10456.78,983.74,TRADE
NSW1,2022/06/02 07:10:00,10488.96,1270.72,TRADE
NSW1,2022/06/02 07:15:00,10565.8,1112.62,TRADE
NSW1,2022/06/02 07:20:00,10625.84,1105.05,TRADE
NSW1,2022/06/02 07:25:00,10708.54,1100.89,TRADE
NSW1,2022/06/02 07:30:00,10665.86,919.99,TRADE
NSW1,2022/06/02 07:35:00,10854.84,1043.12,TRADE
NSW1,2022/06/02 07:40:00,10940.44,1079.32,TRADE
NSW1,2022/06/02 07:45:00,10801.2,693.67,TRADE
NSW1,2022/06/02 07:50:00,10873.02,686.82,TRADE
NSW1,2022/06/02 07:55:00,10911.66,785.40,TRADE
NSW1,2022/06/02 08:00:00,10903.62,658.11,TRADE
NSW1,2022/06/02 08:05:00,10941.08,977.25,TRADE
NSW1,2022/06/02 08:10:00,10912.35,919.56,TRADE
NSW1,2022/06/02 08:15:00,10891.18,814.21,TRADE
NSW1,2022/06/02 08:20:00,10872.45,610.01,TRADE
NSW1,2022/06/02 08:25:00,10745.16,610.01,TRADE
NSW1,2022/06/02 08:30:00,10558.88,535.16,TRADE
NSW1,2022/06/02 08:35:00,10551.02,591.96,TRADE
NSW1,2022/06/02 08:40:00,10431.73,510.93,TRADE
NSW1,2022/06/02 08:45:00,10242.02,356.24,TRADE
NSW1,2022/06/02 08:50:00,10124.94,395.12,TRADE
NSW1,2022/06/02 08:55:00,10116.84,418.84,TRADE
NSW1,2022/06/02 09:00:00,10104.57,316.08,TRADE
NSW1,2022/06/02 09:05:00,10009.46,341.90,TRADE
NSW1,2022/06/02 09:10:00,9986.82,573.87,TRADE
NSW1,2022/06/02 09:15:00,9882.4,415.93,TRADE
NSW1,2022/06/02 09:20:00,9716.08,550.89,TRADE
NSW1,2022/06/02 09:25:00,9776.51,601.63,TRADE
NSW1,2022/06/02 09:30:00,9671.6,429.14,TRADE
NSW1,2022/06/02 09:35:00,9622.21,451.01,TRADE
NSW1,2022/06/02 09:40:00,9620.2,481.33,TRADE
NSW1,2022/06/02 09:45:00,9549.73,451.01,TRADE
NSW1,2022/06/02 09:50:00,9587.02,497.15,TRADE
NSW1,2022/06/02 09:55:00,9553.98,451.01,TRADE
NSW1,2022/06/02 10:00:00,9529.79,422.53,TRADE
NSW1,2022/06/02 10:05:00,9528.89,451.01,TRADE
NSW1,2022/06/02 10:10:00,9430,427.75,TRADE
NSW1,2022/06/02 10:15:00,9443.61,451.01,TRADE
NSW1,2022/06/02 10:20:00,9407.61,445.13,TRADE
NSW1,2022/06/02 10:25:00,9436.73,451.01,TRADE
NSW1,2022/06/02 10:30:00,9335.36,449,TRADE
NSW1,2022/06/02 10:35:00,9265.58,449.03,TRADE
NSW1,2022/06/02 10:40:00,9257.57,440.65,TRADE
NSW1,2022/06/02 10:45:00,9125.71,429.05,TRADE
NSW1,2022/06/02 10:50:00,9139.27,433.86,TRADE
NSW1,2022/06/02 10:55:00,9071.77,434.64,TRADE
NSW1,2022/06/02 11:00:00,9093.02,352,TRADE
NSW1,2022/06/02 11:05:00,9057.91,439.60,TRADE
NSW1,2022/06/02 11:10:00,9014.28,443.63,TRADE
NSW1,2022/06/02 11:15:00,8869.96,443.48,TRADE
NSW1,2022/06/02 11:20:00,8859.42,443.89,TRADE
NSW1,2022/06/02 11:25:00,8825.37,398.47,TRADE
NSW1,2022/06/02 11:30:00,8716.61,432.45,TRADE
NSW1,2022/06/02 11:35:00,8742.32,439.41,TRADE
NSW1,2022/06/02 11:40:00,8673.49,435.11,TRADE
NSW1,2022/06/02 11:45:00,8609.28,435.84,TRADE
NSW1,2022/06/02 11:50:00,8532.1,428.69,TRADE
NSW1,2022/06/02 11:55:00,8528.21,327.88,TRADE
NSW1,2022/06/02 12:00:00,8493.16,425.95,TRADE
NSW1,2022/06/02 12:05:00,8440.81,423.71,TRADE
NSW1,2022/06/02 12:10:00,8356.19,413.56,TRADE
NSW1,2022/06/02 12:15:00,8338.62,427.78,TRADE
NSW1,2022/06/02 12:20:00,8437.06,435.41,TRADE
NSW1,2022/06/02 12:25:00,8435.86,439.73,TRADE
NSW1,2022/06/02 12:30:00,8379.15,433.08,TRADE
